"node_id","node_name","category","evidence_label","case_title","evidence_statement","object_definition","evidence_location"
"c117M01N19","cross-functional NPD teams","Knowledge Learner","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","Internal tools assemble cross-functional teams that co-develop and validate shortlisted ideas.","Teams integrating knowledge from R&D, design, research, analysis, and suppliers.","PDF page 14, Section 4.4.3"
"c117M01N20","internal round-table idea discussions","Traditional Human-central Practice","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","After expert selection, subsequent interactions with submitters may occur through round-table discussions.","Human discussions used to develop selected product ideas.","PDF page 13, Section 4.4.1"
"c117M01N21","internal product-idea knowledge-sharing workshops","Traditional Human-central Practice","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","After expert selection, subsequent interactions may occur through knowledge-sharing workshops.","Facilitated human sessions for sharing and developing selected product ideas.","PDF page 13, Section 4.4.1"
"c117M01N22","external social media market-sensing and feedback practice","Technology-enable Practice","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","External social media supports market sensing, public feedback, early signals, and incremental refinement.","Operational use of public social-media environments to acquire distributed user knowledge.","PDF pages 11-17, Sections 4.1.1, 4.3, 5, and 6.1"
"c117M01N23","internal social media ideation and collaboration practice","Technology-enable Practice","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","Internal social media provides governed spaces for idea collection, evaluation, and protected collaboration.","Operational use of firm-governed social platforms for structured and confidential ideation.","PDF pages 11-17, Sections 4.1.2, 4.4, 5, and 6.1"
"c117M01N24","Facebook","Technology-enable Practice","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","Participants use Facebook for sensing, surveys, feedback, and product communication.","Public social-networking platform used in the cases.","PDF pages 11-13, Sections 4.1.1 and 4.3"
"c117M01N25","YouTube","Technology-enable Practice","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","Participants and secondary data identify YouTube as an external platform used by firms.","Public video-sharing platform used for engagement and market sensing.","PDF pages 11-14, Sections 4.1.1, 4.3.3, and 4.5"
"c117M01N26","LinkedIn","Technology-enable Practice","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","Participants identify LinkedIn as a frequently used external platform.","Public professional-networking platform used for knowledge sourcing.","PDF pages 11-14, Sections 4.1.1, 4.3, and 4.5"
"c117M01N27","Instagram","Technology-enable Practice","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","Participants use Instagram for sensing, feedback, and promotion.","Public image and video social-media platform used in the cases.","PDF pages 11-13, Sections 4.1.1 and 4.3"
"c117M01N28","Twitter","Technology-enable Practice","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","Digital content logs reference Twitter for monitoring, engagement, and early-stage ideation.","Public microblogging platform used in the cases.","PDF pages 11 and 14, Table 5 and Section 4.5"
"c117M01N29","IdeaPoint","Technology-enable Practice","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","IdeaPoint enables systematic collection, screening, and refinement of submitted ideas.","Proprietary internal platform supporting structured ideation.","PDF pages 11 and 13-14, Sections 4.1.2, 4.4.1, and 4.5"
"c117M01N30","i-CONNECT","Technology-enable Practice","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","i-CONNECT is used during the fuzzy front-end and supports idea collection and screening.","Proprietary internal platform for inviting and processing ideas.","PDF pages 11 and 13, Sections 4.1.2 and 4.4.1"
"c117M01N31","Innovation Lounge","Technology-enable Practice","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","Innovation Lounge enables secure, expert-driven ideation.","Proprietary internal innovation platform.","PDF pages 11 and 14, Sections 4.1.2 and 4.5"
"c117M01N32","Idea-Storm","Technology-enable Practice","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","Idea-Storm appears in the empirical coding structure as an internal platform.","Internal social-media platform identified by the study.","PDF page 11, Table 5"
"c117M01N33","internal technical collaboration portals","Technology-enable Practice","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","Technical collaboration portals are used to submit and evaluate external ideas.","Firm-governed portals supporting technical idea collaboration.","PDF pages 11 and 13, Table 5 and Section 4.4.1"
"c117M01N34","Innovation Mill","Technology-enable Practice","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","Innovation Mill appears in the empirical coding structure as an internal platform.","Internal innovation platform identified by participants.","PDF page 11, Table 5"
"c117M01N35","OI Challenge","Technology-enable Practice","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","OI Challenge appears in the empirical coding structure as an internal platform.","Internal open-innovation challenge platform.","PDF page 11, Table 5"
"c117M01N36","OI Submission Portal","Technology-enable Practice","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","OI Submission Portal appears in the empirical coding structure as an internal platform.","Internal portal for submitting open-innovation ideas.","PDF page 11, Table 5"
"c117M01N37","structured product-idea submission and screening","Technology-enable Practice","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","Internal platforms systematically collect, screen, and refine submitted product ideas.","Digitally supported workflow for collecting and selecting product ideas.","PDF page 13, Section 4.4.1"
"c117M01N38","crowdsourced product-idea evaluation and prioritisation","Technology-enable Practice","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","Internal platforms use voting, expert review, and peer feedback to prioritize ideas.","Platform-supported collaborative assessment and ranking of product ideas.","PDF page 13, Section 4.4.2"
"c117M01N39","expert collaboration in product-concept development","Technology-enable Practice","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","Internal tools assemble cross-functional contributors to co-develop and validate shortlisted ideas.","Platform-supported expert collaboration for developing selected product concepts.","PDF page 14, Section 4.4.3"
"c117M01N40","AI-assisted social media sentiment monitoring tools","Digital Technology","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","A 2022 annual report documented deployment of AI-assisted sentiment monitoring tools.","AI-supported tools for analysing sentiment in social-media content.","PDF page 15, Table 7"
"c117M01N41","internal social media access controls","Organizational Dependency","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","Internal platforms are preferred for sensitive ideation partly because they provide access controls.","Controls restricting access to protected product ideas and interactions.","PDF page 12, Section 4.2.2"
"c117M01N42","NDAs for promising product-idea contributions","Organizational Dependency","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","Promising contributions progress under NDAs to maintain confidentiality.","Non-disclosure agreements protecting selected product-idea development.","PDF pages 12-13, Sections 4.2.2 and 4.4.1"
"c117M01N43","formal NPD idea-governance mechanisms","Organizational Dependency","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","Internal platforms support high-stakes ideation under formal governance mechanisms.","Organizational arrangements controlling disclosure and product-idea development.","PDF page 12, Section 4.2.2"
"c117M01N44","external social signal filtering mechanisms","Organizational Dependency","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","External ideas can progress when filtering mechanisms are in place.","Organizational mechanisms for selecting and validating external social signals.","PDF page 12, Section 4.2.1"
"c117M01N45","product-idea confidentiality screening","Organizational Dependency","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","Secure internal submission portals apply confidentiality screening during idea generation.","Screening that prevents inappropriate disclosure of sensitive product ideas.","PDF page 14, Table 6"
"c117M01N46","premature exposure of commercially sensitive product ideas","Limitation","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","Public discussion can prematurely expose commercially sensitive product ideas.","Risk that sensitive early product ideas are disclosed before protection.","PDF pages 12 and 14-17, Sections 4.2.2, 4.5, 5, and 6.1"
"c117M01N47","intellectual property leakage from external social media","Limitation","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","Intellectual property leakage is consistently associated with external platforms.","Loss or unauthorized disclosure of protected product-innovation knowledge through public platforms.","PDF pages 12 and 16-17, Sections 4.2.2, 5, and 6.1"
"c117M01N48","competitive imitation of early product concepts","Limitation","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","Firms avoid discussing early concepts publicly because competitors may imitate them.","Risk that competitors copy prematurely exposed product concepts.","PDF pages 12 and 16, Sections 4.2.2 and 5"
"c117M01N49","validity concerns in external social media data","Limitation","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","External-platform use in early ideation is limited by data-validity concerns.","Uncertainty about the reliability and decision value of external social-media data.","PDF page 12, Section 4.3"
"c117M01N50","unstructured external social media data","Limitation","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","External social-media data requires filtering and governance before becoming analytically useful.","External social-media content lacking an immediately usable NPD structure.","PDF page 17, Section 6.1"
"c117M01N51","ad hoc external social media engagement in NPD","Limitation","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","Managers describe day-to-day social-media engagement as ad hoc, flexible, and exploratory.","Insufficient formalization of enacted external social-media knowledge sourcing in NPD.","PDF pages 15-16, Sections 4.6 and 5"
"c117M01N52","external product-idea submitters","Knowledge Holder","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","After experts select potential ideas, subsequent interactions with the submitters are handled internally.","External contributors who submit product ideas for firm evaluation and development.","PDF page 13, Section 4.4.1"
"c117M01N53","external innovators","Knowledge Holder","E","The role of internal and external social media in the idea generation phases of new product development: evidence from the technology industry","Internal social-media tools assemble external innovators with other specialists for concept development.","Innovators outside the focal firm who contribute product-development knowledge.","PDF page 14, Section 4.4.3"
